disease,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
PR negative,-0.88857734,0.8044414,-0.40843,0.6217218,-1.1029978,0.26165193,-1.8222505,0.031729028,1.1395473,-0.15762888,0.6754913,1.6201918,0.923791,-0.7044723,1.0134729,-0.5678926,1.0566583,-0.27580792,0.8625446,-0.97123057,-0.74600166,-0.29639128,0.55470246,1.0363582,-0.5541263,-0.7161592,0.4008717,-1.0560415,0.5588465,-1.6113458,-0.54194176,-1.214447,0.068855904,0.42504185,-0.9565704,0.90002173,-1.1398158,-0.5933504,-0.34811342,0.8414551,-0.087131254,-1.1510994,-0.5126589,1.1021775,-0.3605391,-0.18129174,1.2566298,-0.8030099,-0.07458531,-1.6316607,-0.3941153,-0.49672958,-0.44323853,-0.43779197,-1.1487997,1.2827033,-0.35541102,0.20092542,0.6760333,-0.15115735,0.9934457,-0.5860957,-0.375038,1.2437141,-0.49999288,1.2626014,-1.352524,0.42219588,0.012919392,-0.9443596,0.3412986,0.044390094,0.17158861,-0.632509,-1.0395428,1.4027609,-1.5719568,1.1425835,0.40583926,-0.7121822,0.85575676,-0.7827099,-0.15598656,1.0857095,-0.04188165,-0.5073615,0.027291436,-0.0040345388,1.1625764,0.4310887,-0.43965483,1.2494628,1.6433505,-0.8991133,1.4988959,-1.5244144,-0.54131067,0.43055806,0.1936136,0.2557016,0.29525527,-0.15179089,-0.55145985,0.813126,0.830999,0.07958183,-0.56964695,-0.5065029,0.224726,0.6938994,0.23971605,0.6661458,-1.7750678,-0.31587029,-0.9710177,0.8320906,-0.30821747,-1.3173705,0.50550854,-0.846389,-0.06945298,0.85251665,-0.13072728,-0.6261861,0.49993685,-0.11597943,-0.076004006,0.35053876
Leptomeningeal metastasis,-0.51923054,0.4689528,-0.2376347,0.36326712,-0.64313924,0.15309012,-1.0631131,0.017840173,0.6658322,-0.09258059,0.39372972,0.9460406,0.5396546,-0.41180894,0.59092456,-0.3309528,0.616449,-0.16145393,0.50358385,-0.5671859,-0.4360647,-0.17241797,0.32392612,0.60510194,-0.32295808,-0.4172758,0.23350154,-0.616926,0.3258824,-0.9408399,-0.31566215,-0.7092657,0.0408313,0.24769333,-0.55743325,0.5244533,-0.665887,-0.34683958,-0.2036181,0.49051514,-0.050587263,-0.67108345,-0.29994255,0.6434286,-0.21087362,-0.10538481,0.73366874,-0.46881,-0.044304237,-0.95173407,-0.22930709,-0.2901255,-0.25831446,-0.25594693,-0.6699881,0.7482841,-0.20687477,0.117717564,0.39515695,-0.088384524,0.5795056,-0.34180725,-0.21854396,0.7252208,-0.2923326,0.73624074,-0.7900086,0.24598095,0.007044094,-0.5506018,0.1998245,0.026386177,0.10051648,-0.36881515,-0.60606563,0.8192568,-0.9175539,0.6663833,0.23739982,-0.416375,0.4990268,-0.4564674,-0.09164111,0.6342318,-0.024996988,-0.2954809,0.016611248,-0.0030203252,0.6789208,0.25206834,-0.25701958,0.729758,0.9586314,-0.524424,0.8747091,-0.8892732,-0.31544676,0.2516592,0.11326933,0.14852399,0.17196059,-0.0890196,-0.32220265,0.47519556,0.4846989,0.0472113,-0.33198857,-0.29499575,0.13119546,0.40441898,0.14054684,0.38937384,-1.0364841,-0.18492222,-0.5670863,0.48527262,-0.18023853,-0.76920104,0.29451752,-0.49353364,-0.040091343,0.49712297,-0.07680333,-0.3658419,0.29120418,-0.06729386,-0.043986846,0.20444933
papillary renal cell carcinoma,-0.6147147,0.5558754,-0.28204066,0.430176,-0.762295,0.18121347,-1.2596233,0.021594761,0.78825545,-0.109317325,0.466724,1.1205416,0.6390425,-0.4874277,0.70040333,-0.39233148,0.73030514,-0.19101225,0.59664637,-0.67182153,-0.5161439,-0.20460321,0.3838066,0.71683615,-0.38281885,-0.4948125,0.2768518,-0.73049474,0.38610744,-1.1144118,-0.3743677,-0.84000576,0.047948312,0.2935822,-0.6610189,0.6219232,-0.78842854,-0.4105768,-0.24100411,0.5814619,-0.05995793,-0.79553556,-0.3548138,0.7623342,-0.24959506,-0.12503822,0.8691365,-0.55548275,-0.05192569,-1.1278256,-0.2721477,-0.34372658,-0.30616024,-0.30300584,-0.7939827,0.8865817,-0.24540846,0.13923845,0.46775165,-0.10478589,0.68659145,-0.4049515,-0.25900978,0.8595811,-0.3460273,0.87263924,-0.93549114,0.29160652,0.008611245,-0.65261847,0.23632035,0.031010093,0.118943796,-0.4370313,-0.7184156,0.9702191,-1.0871384,0.78968316,0.28092772,-0.49276763,0.59137505,-0.54088295,-0.108187094,0.75100625,-0.029285371,-0.3504592,0.019214114,-0.003134456,0.8041306,0.29837573,-0.30429476,0.86422074,1.1359216,-0.62136453,1.0360974,-1.0536911,-0.3739555,0.29799372,0.13415694,0.17644686,0.20384279,-0.10525976,-0.38158798,0.5625466,0.5742845,0.05538143,-0.39354423,-0.3498673,0.15513586,0.4794436,0.16608281,0.460917,-1.2276299,-0.21872717,-0.67167985,0.5750191,-0.2134027,-0.91114575,0.34919417,-0.5848954,-0.047710378,0.58913285,-0.09070872,-0.43325403,0.34533176,-0.07988474,-0.05224982,0.24209973
testicular germ cell tumor,-0.15100403,0.13551131,-0.06869859,0.10606962,-0.18610336,0.045137867,-0.30764788,0.004841205,0.1933623,-0.027341697,0.1136368,0.27510348,0.15711273,-0.11978696,0.17091821,-0.09538132,0.17784609,-0.047455937,0.14712785,-0.16534449,-0.12680498,-0.049539767,0.094995245,0.17646937,-0.093015976,-0.120747775,0.06709888,-0.17939454,0.09359607,-0.2736265,-0.091145,-0.20633824,0.012212301,0.07106196,-0.16163135,0.15199248,-0.19349168,-0.101139374,-0.05972604,0.14182882,-0.013725968,-0.19440153,-0.08723813,0.18768422,-0.061812606,-0.029859127,0.21373577,-0.13708796,-0.013058735,-0.2755346,-0.06623072,-0.085128024,-0.07417408,-0.07492078,-0.19372024,0.21621472,-0.059515424,0.034788743,0.115058474,-0.026721148,0.16720407,-0.09819121,-0.0625615,0.20997836,-0.08533026,0.21319121,-0.22955003,0.07063328,0.0014708686,-0.15917794,0.058341503,0.008245814,0.029911177,-0.10618652,-0.17542097,0.2381121,-0.2672994,0.19266403,0.069376335,-0.12103912,0.14403951,-0.13157213,-0.02701507,0.18445116,-0.0077553294,-0.08533432,0.0051543885,-0.0012129026,0.19763155,0.0737494,-0.07525464,0.21222249,0.27742645,-0.15127121,0.2525305,-0.25725347,-0.09089972,0.07377583,0.033793166,0.042791143,0.049083196,-0.026527887,-0.09426439,0.13822208,0.13979468,0.013888111,-0.09566542,-0.0851557,0.036716197,0.11680397,0.04114977,0.11337906,-0.30121595,-0.054121636,-0.16523735,0.13997781,-0.0530946,-0.22391318,0.08486453,-0.14246728,-0.010961609,0.1435221,-0.022847947,-0.10688841,0.08399047,-0.018804599,-0.011998158,0.058169767
esophageal carcinoma,-1.1556222,1.0472858,-0.5322868,0.8087139,-1.4358643,0.3402055,-2.3714855,0.041999932,1.4820024,-0.20456098,0.8794315,2.1079338,1.2016402,-0.91599095,1.3193228,-0.7393769,1.3750056,-0.35849652,1.1224616,-1.2636286,-0.9700136,-0.3862266,0.72186357,1.3485167,-0.72140247,-0.93265224,0.52201617,-1.3735932,0.72726625,-2.0964754,-0.7058252,-1.579884,0.08893157,0.5533088,-1.2457318,1.17209,-1.4824909,-0.7716026,-0.45262602,1.0955123,-0.113429524,-1.498665,-0.66628426,1.4342898,-0.46878552,-0.23621383,1.6351207,-1.0450382,-0.09619419,-2.1236992,-0.51359755,-0.64636153,-0.57701224,-0.56934017,-1.4952751,1.6692868,-0.463004,0.26108333,0.87909305,-0.19679953,1.2928259,-0.76269823,-0.4881936,1.619043,-0.6501295,1.64363,-1.759323,0.54967284,0.01725315,-1.2293524,0.44346005,0.05734146,0.22303918,-0.8232432,-1.3533651,1.8247977,-2.0456817,1.4871595,0.52759576,-0.925947,1.113857,-1.0186747,-0.20237678,1.4122353,-0.05398338,-0.660859,0.034796704,-0.0045520915,1.5125041,0.560573,-0.5717954,1.6253809,2.1387877,-1.1701273,1.9502155,-1.9839585,-0.70477873,0.5600396,0.25187847,0.33349258,0.38440514,-0.19720225,-0.7173897,1.0574374,1.081482,0.1026971,-0.74163806,-0.65970695,0.29202655,0.903457,0.31127453,0.8662284,-2.3093598,-0.41047883,-1.2632818,1.0829779,-0.40087384,-1.7140259,0.6582439,-1.1016886,-0.09072089,1.1096609,-0.16966148,-0.81458855,0.651097,-0.15119764,-0.09913727,0.45597917
Lymphoblastoid,-0.1355047,0.12138182,-0.06146411,0.095197685,-0.1667315,0.04056465,-0.27572238,0.0042135036,0.17349645,-0.024635527,0.10177181,0.24675554,0.14097117,-0.10751549,0.1531211,-0.08540408,0.15935783,-0.04265953,0.13199332,-0.14834157,-0.11381039,-0.04430207,0.08525136,0.15830679,-0.083288826,-0.10813384,0.060054522,-0.1609539,0.08381845,-0.24542768,-0.08159153,-0.18510054,0.011070379,0.06360722,-0.14477508,0.13612832,-0.17359696,-0.090793416,-0.053654205,0.12704335,-0.01221146,-0.17416129,-0.07834407,0.16834797,-0.055523604,-0.026664792,0.19171675,-0.12298946,-0.011845771,-0.2469158,-0.059251353,-0.076405406,-0.06640504,-0.0672772,-0.17356959,0.1937497,-0.053247303,0.03129312,0.103277065,-0.024040777,0.14981288,-0.08794098,-0.05599078,0.18813343,-0.0766118,0.19101618,-0.20592995,0.06321789,0.0012126478,-0.14259207,0.05242479,0.0074969046,0.026912678,-0.09511071,-0.15715313,0.2135939,-0.23972838,0.1726302,0.062311694,-0.10864778,0.12903556,-0.11785987,-0.024338447,0.16549125,-0.0070670303,-0.07638988,0.004750521,-0.0012094071,0.17728701,0.06623051,-0.06757478,0.19038537,0.24861744,-0.13552712,0.22633009,-0.23054194,-0.081389725,0.06624618,0.030391382,0.03823457,0.043906987,-0.023891883,-0.08461244,0.12404354,0.12524745,0.012582843,-0.08566015,-0.07622863,0.03285825,0.10460507,0.037016034,0.1017656,-0.270166,-0.04863941,-0.1482395,0.12540117,-0.04770434,-0.20084602,0.075975366,-0.1276204,-0.009721998,0.12857395,-0.020593852,-0.09593533,0.07518659,-0.01676234,-0.010658847,0.052069142
familial ovarian cancer,-0.6027304,0.5447807,-0.2762245,0.4216901,-0.7470787,0.17762986,-1.234711,0.020966923,0.772929,-0.10729203,0.4574152,1.098429,0.6264912,-0.47797874,0.686432,-0.38450873,0.7159649,-0.18730451,0.58471066,-0.6585135,-0.50613964,-0.20043343,0.37608045,0.70257497,-0.37521073,-0.4848202,0.2713305,-0.71619457,0.37855074,-1.0924015,-0.36680064,-0.8234638,0.04717802,0.2877863,-0.64763254,0.6093281,-0.7730295,-0.4025677,-0.23628193,0.5698331,-0.058856558,-0.77957267,-0.34804282,0.7471138,-0.24470715,-0.12254272,0.851873,-0.54433954,-0.05116664,-1.1054206,-0.26654586,-0.3368181,-0.30011696,-0.29705268,-0.77821934,0.86909026,-0.240442,0.13652976,0.4586563,-0.10256039,0.67308074,-0.39703652,-0.25392258,0.84241086,-0.3392802,0.85520816,-0.9171723,0.28581512,0.008365842,-0.6396028,0.23181711,0.03046101,0.11658165,-0.42842472,-0.70403856,0.951163,-1.0654608,0.7740224,0.2754812,-0.48325726,0.57966375,-0.5302189,-0.10619623,0.7362928,-0.028820511,-0.34336337,0.019037914,-0.00326361,0.7882495,0.29253697,-0.29830357,0.8472399,1.1134057,-0.6091244,1.0158204,-1.0328413,-0.3664978,0.2920946,0.13142297,0.1727362,0.19983344,-0.103208125,-0.37402192,0.55159456,0.5629815,0.054546963,-0.38570645,-0.34279513,0.15235993,0.46984735,0.1629752,0.45194688,-1.2034428,-0.21453013,-0.6583925,0.56367165,-0.20916273,-0.8931077,0.34220493,-0.5732947,-0.046727482,0.577457,-0.088997826,-0.42468694,0.3383777,-0.07829953,-0.051226076,0.2374874
castration-resistant prostate cancer,-0.30576828,0.27547118,-0.13945933,0.21407509,-0.3779255,0.090446115,-0.62491786,0.0101431785,0.39198735,-0.054846637,0.23121044,0.55688745,0.31781548,-0.24255833,0.3472105,-0.19426677,0.3621343,-0.095377624,0.29668778,-0.33406603,-0.2568283,-0.101058446,0.19099858,0.35638636,-0.18956386,-0.24511877,0.13696189,-0.36323777,0.19122,-0.55383074,-0.18529928,-0.4175788,0.024363577,0.14525467,-0.3276,0.30816144,-0.39201337,-0.20440134,-0.12017337,0.28816873,-0.02928716,-0.39439943,-0.17675407,0.37892374,-0.12443122,-0.061569165,0.43199596,-0.2762421,-0.026399514,-0.5594263,-0.1345422,-0.171097,-0.15153569,-0.15095979,-0.39368603,0.43970186,-0.1213242,0.06962903,0.23280169,-0.052471615,0.3404183,-0.20058613,-0.12810792,0.42621878,-0.17231746,0.43271273,-0.46505523,0.14425668,0.0037710555,-0.3234674,0.11787934,0.015893675,0.059528876,-0.21653253,-0.35613987,0.48224965,-0.54020303,0.39158386,0.14000916,-0.24524789,0.29311624,-0.26804596,-0.054262936,0.37344128,-0.0150751425,-0.17346705,0.01012993,-0.0021139188,0.39974076,0.1486731,-0.15159398,0.42964,0.56346196,-0.30803147,0.5140053,-0.52267796,-0.18516064,0.14845853,0.067088,0.08701705,0.10071973,-0.052786604,-0.18995318,0.27985987,0.2847019,0.028085755,-0.19487494,-0.17316504,0.07666774,0.23750265,0.083026506,0.22938223,-0.6100441,-0.10914325,-0.33396187,0.28502235,-0.10646109,-0.4528651,0.172854,-0.2898754,-0.02317787,0.29201478,-0.045557283,-0.21562457,0.17092012,-0.0391875,-0.025459267,0.11975849
Barrett's carcinogenesis,-0.18077512,0.16249262,-0.08238535,0.12686938,-0.22307932,0.053864837,-0.36875468,0.005905857,0.2315641,-0.03261576,0.13629869,0.32937494,0.18804963,-0.14338708,0.20489895,-0.11443725,0.21330945,-0.056677874,0.17597611,-0.1978569,-0.15180051,-0.059491813,0.113524295,0.21115248,-0.11161739,-0.144754,0.08056576,-0.21477194,0.11237019,-0.32759893,-0.10931197,-0.24701115,0.014511868,0.085340545,-0.1936758,0.18213776,-0.23168318,-0.12100879,-0.07136311,0.17004676,-0.016692355,-0.23297562,-0.10442312,0.22455631,-0.07386521,-0.03596543,0.25579974,-0.16393699,-0.015571379,-0.33023396,-0.07943804,-0.10171555,-0.0890709,-0.08956358,-0.23224397,0.25924325,-0.071447685,0.04148912,0.13770527,-0.031726323,0.20054372,-0.117882125,-0.07517035,0.2516653,-0.10206169,0.25551376,-0.2748746,0.08480975,0.001932117,-0.19083926,0.06976792,0.009702555,0.03561892,-0.12743165,-0.2102681,0.28510523,-0.31991515,0.23098817,0.08295655,-0.14490995,0.17275192,-0.15784049,-0.03222991,0.2208269,-0.009140638,-0.102351025,0.006070592,-0.0013412917,0.23655628,0.088172264,-0.08995769,0.25408056,0.33252546,-0.18144749,0.30283374,-0.30837944,-0.10906689,0.08816977,0.040234283,0.0513576,0.059017725,-0.031586863,-0.1127065,0.16546303,0.167691,0.016561093,-0.114781976,-0.1021429,0.04433893,0.1400749,0.049177106,0.13568783,-0.36068073,-0.06469207,-0.19773647,0.1679064,-0.06338791,-0.2680199,0.10182927,-0.17085896,-0.013319189,0.17212799,-0.027204614,-0.12784088,0.10076129,-0.022731995,-0.014585106,0.06997939
esophageal squamous cell carcinomas,-0.2627743,0.23669423,-0.1199382,0.18411985,-0.3247831,0.07788926,-0.53691834,0.00875758,0.3367874,-0.04716429,0.19863093,0.47872543,0.27321532,-0.20842811,0.29836515,-0.16686286,0.31096634,-0.082064226,0.25528324,-0.28729317,-0.2206813,-0.08681931,0.16444598,0.3065378,-0.16279593,-0.21071471,0.117599234,-0.3121915,0.16409795,-0.476116,-0.15925395,-0.35896987,0.020918857,0.12466381,-0.28170937,0.26497972,-0.3368739,-0.17572029,-0.103397615,0.24763547,-0.024921784,-0.33903152,-0.15182145,0.3259626,-0.107051104,-0.052775946,0.37150943,-0.23773375,-0.02258362,-0.4807306,-0.11569083,-0.14731568,-0.13006584,-0.12986264,-0.33824727,0.37769103,-0.10422681,0.059954196,0.20008373,-0.045411795,0.2923382,-0.17213482,-0.10990327,0.36631817,-0.14815626,0.3719037,-0.39966506,0.12383952,0.0031596762,-0.27794564,0.10129588,0.013750989,0.051328257,-0.18590337,-0.30609056,0.4144883,-0.4646097,0.33642784,0.12037768,-0.21069899,0.25176942,-0.23017123,-0.04664513,0.3209713,-0.013000281,-0.14909375,0.0086636,-0.0017833083,0.343687,0.12787421,-0.1304188,0.36929986,0.4841478,-0.26452363,0.44137877,-0.44906262,-0.15903878,0.12775879,0.057901613,0.07484605,0.08637906,-0.045499463,-0.16343427,0.24050587,0.24448003,0.024034536,-0.16737707,-0.14882009,0.06544131,0.2040731,0.071338594,0.19715074,-0.5243608,-0.09383241,-0.28717878,0.24477586,-0.09167974,-0.38938645,0.1484813,-0.24899979,-0.019798795,0.25083488,-0.039229296,-0.18547711,0.14686081,-0.033528477,-0.021712348,0.10258533
kidney renal papillary cell carcinoma,-0.24835236,0.22343019,-0.11305459,0.17395197,-0.30659822,0.07360502,-0.5070578,0.008078748,0.3183221,-0.044687606,0.18749881,0.452215,0.25814775,-0.19703926,0.28166354,-0.1575072,0.29373434,-0.07759867,0.24104135,-0.27136052,-0.20862064,-0.081863105,0.15525125,0.2894891,-0.15368582,-0.19881341,0.11099149,-0.29500517,0.15500534,-0.4497348,-0.15024586,-0.33912826,0.019933254,0.11770869,-0.26578474,0.24999875,-0.31835285,-0.16608532,-0.09772924,0.23374277,-0.023562867,-0.31998733,-0.14361699,0.30779126,-0.10118323,-0.0497879,0.35085937,-0.22445014,-0.02157186,-0.45391545,-0.109058596,-0.13909115,-0.12281013,-0.12271975,-0.31937584,0.3567071,-0.098311,0.056700308,0.18912926,-0.042813104,0.27611402,-0.16260612,-0.103786476,0.345804,-0.14004256,0.35107687,-0.37764624,0.11690465,0.0028855647,-0.26238683,0.09584119,0.013077926,0.048511725,-0.17556551,-0.2889215,0.39160934,-0.4387117,0.31766883,0.11381616,-0.1992162,0.23773482,-0.2173741,-0.044208437,0.30329105,-0.012406019,-0.14064626,0.008376982,-0.0018703543,0.32465756,0.12085941,-0.123236425,0.34891298,0.4571813,-0.24982955,0.416988,-0.42407253,-0.15011874,0.12069839,0.05466459,0.070481524,0.08155854,-0.043035146,-0.15438233,0.22732152,0.2309039,0.022938788,-0.1579992,-0.14039737,0.06198748,0.1926121,0.067551486,0.18635331,-0.4953493,-0.088759564,-0.27126852,0.23115872,-0.086612426,-0.3677871,0.14013109,-0.23510632,-0.0186294,0.23684421,-0.03715429,-0.17521663,0.13856927,-0.03162068,-0.020473074,0.09698217
primary central nervous system lymphomas,-0.60979736,0.55164695,-0.2800755,0.4268347,-0.75649,0.1798187,-1.2498277,0.02159652,0.7819172,-0.108377226,0.46315855,1.111838,0.634025,-0.48346502,0.69506055,-0.3893189,0.7245001,-0.1895012,0.5921905,-0.6666731,-0.51195246,-0.20312203,0.38098818,0.7113967,-0.37986052,-0.49116817,0.2747359,-0.7247014,0.3829884,-1.1057769,-0.3715866,-0.833438,0.047419373,0.29125163,-0.656191,0.6173574,-0.78213346,-0.40731552,-0.23911795,0.5770654,-0.059362724,-0.78956527,-0.3518388,0.7565797,-0.24763216,-0.12405579,0.8624995,-0.5513674,-0.051297046,-1.1191423,-0.2702294,-0.34118629,-0.30375782,-0.30064905,-0.78784746,0.8796244,-0.24360421,0.13812697,0.4639991,-0.10416286,0.68116236,-0.40167692,-0.2569293,0.85305136,-0.34325886,0.8660205,-0.92808884,0.28932208,0.008607629,-0.6476206,0.23432975,0.030714458,0.118044205,-0.4335922,-0.71298885,0.9625766,-1.0789162,0.78358465,0.2786584,-0.48873642,0.58677214,-0.53660834,-0.10722142,0.74507797,-0.028967306,-0.34789586,0.018899245,-0.0029371204,0.7978849,0.29603344,-0.30193758,0.8574443,1.127122,-0.61646426,1.0278096,-1.0455137,-0.37109226,0.29572517,0.13323474,0.17526582,0.20220743,-0.10445289,-0.37867996,0.5580279,0.56976074,0.054710995,-0.39051518,-0.34728763,0.15362737,0.47580892,0.16464496,0.45720926,-1.218034,-0.2169275,-0.6664823,0.57051355,-0.21180926,-0.90411764,0.34654456,-0.5803482,-0.047350317,0.5845689,-0.08994372,-0.429932,0.34275344,-0.07925865,-0.05181271,0.24000154
B cell lymphoma,-0.2664636,0.24228343,-0.12456314,0.18772314,-0.33247402,0.0795713,-0.54747105,0.010739535,0.34110677,-0.046976555,0.20321435,0.48800606,0.27797976,-0.21081099,0.30532897,-0.170635,0.3159442,-0.08322666,0.261939,-0.2934607,-0.2232046,-0.08963231,0.16923937,0.3136991,-0.1662444,-0.21684659,0.120268025,-0.31711832,0.16635458,-0.4855419,-0.16384141,-0.36558208,0.019720435,0.1268281,-0.2903148,0.27300513,-0.34181082,-0.17832084,-0.10519928,0.2537268,-0.024346821,-0.3479052,-0.15256889,0.3340404,-0.10886706,-0.053854585,0.37985954,-0.24425311,-0.02059255,-0.49112594,-0.12001142,-0.15149993,-0.13240303,-0.13225889,-0.34539905,0.3846015,-0.10729537,0.060837384,0.20272216,-0.04804548,0.2972982,-0.17442547,-0.11154218,0.37513506,-0.15028577,0.38088578,-0.40603584,0.12631711,0.0038397787,-0.28435126,0.10175443,0.0135064665,0.05258411,-0.18911995,-0.31372148,0.4215914,-0.47584325,0.3434351,0.121844016,-0.21273535,0.25676402,-0.23420438,-0.046254966,0.3261944,-0.012283897,-0.15359044,0.007014737,-6.586517e-05,0.35046452,0.13000444,-0.13293724,0.37578097,0.49410218,-0.26912788,0.44785708,-0.45799932,-0.16266423,0.13057177,0.060069054,0.07834557,0.08769351,-0.046320923,-0.16708466,0.24372944,0.24868673,0.022071837,-0.17107625,-0.15316522,0.06370708,0.20910275,0.071176946,0.19977348,-0.5340676,-0.094594315,-0.29306743,0.24926431,-0.09392702,-0.39750296,0.15210685,-0.25407723,-0.0204025,0.25593922,-0.039346293,-0.18937963,0.1508649,-0.034125376,-0.021888953,0.10265791
invasive breast ductal carcinoma,-0.21621951,0.19476588,-0.09887783,0.15170766,-0.26731777,0.06430351,-0.44170883,0.0073032537,0.27700973,-0.03882895,0.16339974,0.3941588,0.22494552,-0.17145361,0.24554487,-0.13722411,0.2555741,-0.06765241,0.21053067,-0.23670578,-0.18152371,-0.071444325,0.1357576,0.2526374,-0.13384113,-0.17354609,0.096662074,-0.2569303,0.13472404,-0.39203894,-0.13110788,-0.29554567,0.017149579,0.102373846,-0.23214045,0.21832848,-0.27717072,-0.14467,-0.085242115,0.20381491,-0.020166269,-0.27918273,-0.124788254,0.2687021,-0.0882388,-0.04326075,0.30609468,-0.19611964,-0.018397104,-0.39560848,-0.09534724,-0.12161613,-0.1068343,-0.10703456,-0.27827594,0.31058335,-0.0857575,0.049475927,0.16465339,-0.037820708,0.2402961,-0.14132008,-0.090190925,0.30154917,-0.12199181,0.3061559,-0.32888225,0.10174532,0.0025175707,-0.22871263,0.083311185,0.011415317,0.042458642,-0.15275751,-0.25198218,0.3411456,-0.3828788,0.27676514,0.09911299,-0.17326534,0.20703526,-0.1891754,-0.03836895,0.2641779,-0.010730164,-0.12276747,0.0070341756,-0.0013784289,0.2830383,0.105363734,-0.10750888,0.30399922,0.39834315,-0.21743442,0.36274216,-0.3694211,-0.13078953,0.10537351,0.04799244,0.06172768,0.07085217,-0.03761746,-0.13475497,0.19788714,0.20094956,0.01958766,-0.13763489,-0.12251825,0.05322156,0.16792932,0.0586535,0.16224314,-0.43164006,-0.077239364,-0.23656438,0.2012245,-0.075703,-0.320717,0.122130156,-0.20477472,-0.016147764,0.20628762,-0.032364935,-0.15286997,0.12085908,-0.027407989,-0.017652843,0.083950244
Luminal B Her2+,-0.13734137,0.123349346,-0.06270428,0.09662179,-0.16943538,0.04118759,-0.2798953,0.0045313025,0.17579381,-0.024843382,0.10341012,0.25044817,0.14300576,-0.10890045,0.1555912,-0.086772084,0.16162607,-0.043228645,0.1341898,-0.15063484,-0.11527606,-0.045128487,0.08673393,0.16083302,-0.084591016,-0.11004073,0.061018664,-0.16321081,0.08496998,-0.24912623,-0.0830318,-0.18782401,0.011011722,0.06454436,-0.14737865,0.13857241,-0.17598239,-0.09203629,-0.054420665,0.129134,-0.012269541,-0.17709672,-0.079216875,0.17110106,-0.056311686,-0.02708655,0.19473705,-0.12507796,-0.011685231,-0.25078216,-0.060430378,-0.07771982,-0.067388296,-0.06825849,-0.17627026,0.1966197,-0.054196812,0.031716034,0.10465033,-0.02462152,0.15198302,-0.08913757,-0.056780547,0.19120133,-0.07765414,0.19413325,-0.20882584,0.064193465,0.0013229469,-0.14488532,0.053001948,0.007532222,0.027341837,-0.09649728,-0.15975177,0.21666813,-0.2436127,0.1752985,0.06312143,-0.10999497,0.13100207,-0.11958906,-0.024520215,0.16783,-0.007032547,-0.07776075,0.004565442,-0.0009836641,0.1799556,0.06716537,-0.06857556,0.19314112,0.2524424,-0.13750632,0.22946756,-0.23404653,-0.08269645,0.06727218,0.03097264,0.03909525,0.044531602,-0.024227964,-0.085934706,0.12570456,0.12706794,0.012437287,-0.08702085,-0.077579245,0.032961488,0.10633239,0.037353896,0.10312476,-0.27415255,-0.049217165,-0.15050001,0.12726225,-0.04846848,-0.2039279,0.07722793,-0.1295861,-0.009909851,0.13054821,-0.020806232,-0.09740275,0.07648197,-0.017016582,-0.01079801,0.052611604
